,year,category,date_awarded,prize_amount,prize_amount_adjusted,top_motivation,laureate_id,motivation,portion
0,1901,Chemistry,1901-11-12,150782,10833458,,160,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions,1
1,1901,Literature,1901-11-14,150782,10833458,,569,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",1
2,1901,Peace,1901-12-10,150782,10833458,,462,for his humanitarian efforts to help wounded soldiers and create international understanding,1/2
3,1901,Peace,1901-12-10,150782,10833458,,463,"for his lifelong work for international peace conferences, diplomacy and arbitration",1/2
4,1901,Physics,1901-11-12,150782,10833458,,1,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him,1
5,1901,Physiology or Medicine,1901-10-30,150782,10833458,,293,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",1
6,1902,Chemistry,1902-11-11,141847,10191492,,161,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses,1
7,1902,Literature,1902-11-13,141847,10191492,,571,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",1
8,1902,Peace,1902-12-10,141847,10191492,,464,for his untiring and skilful directorship of the Bern Peace Bureau,1/2
9,1902,Peace,1902-12-10,141847,10191492,,465,for his eminently practical administration of the Inter-Parliamentary Union,1/2
10,1902,Physics,1902-11-11,141847,10191492,,2,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,1/2
11,1902,Physics,1902-11-11,141847,10191492,,3,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,1/2
12,1902,Physiology or Medicine,1902-10-30,141847,10191492,,294,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",1
13,1903,Chemistry,1903-11-12,141358,9857642,,162,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,1
14,1903,Literature,1903-11-19,141358,9857642,,572,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit",1
15,1903,Peace,1903-12-10,141358,9857642,,466,for his longstanding and devoted effort in favour of the ideas of peace and arbitration,1
16,1903,Physics,1903-11-12,141358,9857642,,4,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity,1/2
17,1903,Physics,1903-11-12,141358,9857642,,5,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,1/4
18,1903,Physics,1903-11-12,141358,9857642,,6,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,1/4
19,1903,Physiology or Medicine,1903-10-15,141358,9857642,,295,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",1
20,1904,Chemistry,1904-11-08,140859,9822844,,163,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",1
21,1904,Literature,1904-11-17,140859,9822844,,573,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",1/2
22,1904,Literature,1904-11-17,140859,9822844,,574,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",1/2
23,1904,Peace,1904-12-10,140859,9822844,,467,for its striving in public law to develop peaceful ties between nations and to make the laws of war more humane,1
24,1904,Physics,1904-11-08,140859,9822844,,8,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,1
25,1904,Physiology or Medicine,1904-10-20,140859,9822844,,296,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged",1
26,1905,Chemistry,1905-11-09,138089,9629677,,164,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds",1
27,1905,Literature,1905-11-09,138089,9629677,,575,because of his outstanding merits as an epic writer,1
28,1905,Peace,1905-12-10,138089,9629677,,468,for her audacity to oppose the horrors of war,1
29,1905,Physics,1905-11-09,138089,9629677,,9,for his work on cathode rays,1
30,1905,Physiology or Medicine,1905-10-12,138089,9629677,,297,for his investigations and discoveries in relation to tuberculosis,1
31,1906,Chemistry,1906-11-12,138536,9384824,,165,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him",1
32,1906,Literature,1906-11-08,138536,9384824,,576,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",1
33,1906,Peace,1906-12-10,138536,9384824,,470,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",1
34,1906,Physics,1906-11-12,138536,9384824,,10,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,1
35,1906,Physiology or Medicine,1906-10-25,138536,9384824,,298,in recognition of their work on the structure of the nervous system,1/2
36,1906,Physiology or Medicine,1906-10-25,138536,9384824,,299,in recognition of their work on the structure of the nervous system,1/2
37,1907,Chemistry,1907-11-12,138796,8894198,,166,for his biochemical researches and his discovery of cell-free fermentation,1
38,1907,Literature,1907-11-07,138796,8894198,,577,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",1
39,1907,Peace,1907-12-10,138796,8894198,,471,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",1/2
40,1907,Peace,1907-12-10,138796,8894198,,472,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,1/2
41,1907,Physics,1907-11-12,138796,8894198,,11,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,1
42,1907,Physiology or Medicine,1907-10-31,138796,8894198,,300,in recognition of his work on the role played by protozoa in causing diseases,1
43,1908,Chemistry,1908-11-10,139800,8958535,,167,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",1
44,1908,Literature,1908-11-12,139800,8958535,,578,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",1
45,1908,Peace,1908-12-10,139800,8958535,,473,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",1/2
46,1908,Peace,1908-12-10,139800,8958535,,474,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",1/2
47,1908,Physics,1908-11-10,139800,8958535,,12,for his method of reproducing colours photographically based on the phenomenon of interference,1
48,1908,Physiology or Medicine,1908-10-29,139800,8958535,,301,in recognition of their work on immunity,1/2
49,1908,Physiology or Medicine,1908-10-29,139800,8958535,,302,in recognition of their work on immunity,1/2
50,1909,Chemistry,1909-11-09,139800,8958535,,168,in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction,1
51,1909,Literature,1909-11-11,139800,8958535,,579,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",1
52,1909,Peace,1909-12-10,139800,8958535,,475,for their prominent position in the international movement for peace and arbitration,1/2
53,1909,Peace,1909-12-10,139800,8958535,,476,for their prominent position in the international movement for peace and arbitration,1/2
54,1909,Physics,1909-11-09,139800,8958535,,13,in recognition of their contributions to the development of wireless telegraphy,1/2
55,1909,Physics,1909-11-09,139800,8958535,,14,in recognition of their contributions to the development of wireless telegraphy,1/2
56,1909,Physiology or Medicine,1909-10-28,139800,8958535,,303,"for his work on the physiology, pathology and surgery of the thyroid gland",1
57,1910,Chemistry,1910-11-12,140703,9016400,,169,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,1
58,1910,Literature,1910-11-10,140703,9016400,,580,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",1
59,1910,Peace,1910-12-10,140703,9016400,,477,"for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement",1
60,1910,Physics,1910-11-05,140703,9016400,,15,for his work on the equation of state for gases and liquids,1
61,1910,Physiology or Medicine,1910-10-20,140703,9016400,,304,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",1
62,1911,Chemistry,1911-11-07,140695,9266329,,6,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",1
63,1911,Literature,1911-11-09,140695,9266329,,581,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",1
64,1911,Peace,1911-12-10,140695,9266329,,478,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",1/2
65,1911,Peace,1911-12-10,140695,9266329,,479,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",1/2
66,1911,Physics,1911-11-07,140695,9266329,,16,for his discoveries regarding the laws governing the radiation of heat,1
67,1911,Physiology or Medicine,1911-10-19,140695,9266329,,305,for his work on the dioptrics of the eye,1
68,1912,Chemistry,1912-11-12,140476,8540220,,172,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",1/2
69,1912,Chemistry,1912-11-12,140476,8540220,,173,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,1/2
70,1912,Literature,1912-11-14,140476,8540220,,582,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",1
71,1912,Peace,1913-12-10,140476,8540220,,480,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,1
72,1912,Physics,1912-11-12,140476,8540220,,17,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,1
73,1912,Physiology or Medicine,1912-10-10,140476,8540220,,306,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,1
74,1913,Chemistry,1913-11-11,143010,8694275,,174,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,1
75,1913,Literature,1913-11-13,143010,8694275,,583,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",1
76,1913,Peace,1913-12-10,143010,8694275,,481,for his unparalleled contribution to the organization of peaceful internationalism,1
77,1913,Physics,1913-11-11,143010,8694275,,18,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",1
78,1913,Physiology or Medicine,1913-10-30,143010,8694275,,307,in recognition of his work on anaphylaxis,1
79,1914,Chemistry,1915-11-11,146900,8930767,,175,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,1
80,1914,Literature,,146900,8930767,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
81,1914,Peace,,146900,8930767,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
82,1914,Physics,1915-11-11,146900,8930767,,19,for his discovery of the diffraction of X-rays by crystals,1
83,1914,Physiology or Medicine,1915-10-29,146900,8930767,,308,for his work on the physiology and pathology of the vestibular apparatus,1
84,1915,Chemistry,1915-11-11,149223,7862394,,176,"for his researches on plant pigments, especially chlorophyll",1
85,1915,Literature,1916-11-09,149223,7862394,,584,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,1
86,1915,Peace,1915-10-01,149223,7862394,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
87,1915,Physics,1915-11-12,149223,7862394,,20,for their services in the analysis of crystal structure by means of X-rays,1/2
88,1915,Physics,1915-11-12,149223,7862394,,21,for their services in the analysis of crystal structure by means of X-rays,1/2
89,1915,Physiology or Medicine,,149223,7862394,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
90,1916,Chemistry,1916-10-01,131793,6127082,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
91,1916,Literature,1916-11-09,131793,6127082,,585,in recognition of his significance as the leading representative of a new era in our literature,1
92,1916,Peace,,131793,6127082,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
93,1916,Physics,1916-10-01,131793,6127082,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
94,1916,Physiology or Medicine,1916-10-01,131793,6127082,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
95,1917,Chemistry,,133823,4957724,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
96,1917,Literature,1917-11-08,133823,4957724,,586,"for his varied and rich poetry, which is inspired by lofty ideals",1/2
97,1917,Literature,1917-11-08,133823,4957724,,587,for his authentic descriptions of present-day life in Denmark,1/2
98,1917,Peace,1917-12-10,133823,4957724,,482,for the efforts to take care of wounded soldiers and prisoners of war and their families,1
99,1917,Physics,1918-11-12,133823,4957724,,22,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,1
100,1917,Physiology or Medicine,,133823,4957724,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
101,1918,Chemistry,1919-11-13,138198,3600741,,177,for the synthesis of ammonia from its elements,1
102,1918,Literature,,138198,3600741,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
103,1918,Peace,,138198,3600741,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
104,1918,Physics,1919-11-13,138198,3600741,,23,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,1
105,1918,Physiology or Medicine,,138198,3600741,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
106,1919,Chemistry,,133127,3006134,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
107,1919,Literature,1920-11-11,133127,3006134,,588,"in special appreciation of his epic, <I>Olympian Spring</I>",1
108,1919,Peace,1920-12-10,133127,3006134,,483,for his role as founder of the League of Nations,1
109,1919,Physics,1919-11-13,133127,3006134,,24,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,1
110,1919,Physiology or Medicine,1920-10-28,133127,3006134,,309,for his discoveries relating to immunity,1
111,1920,Chemistry,1921-11-10,134100,3028106,,178,in recognition of his work in thermochemistry,1
112,1920,Literature,1920-11-11,134100,3028106,,589,"for his monumental work, <I>Growth of the Soil</I>",1
113,1920,Peace,1920-12-10,134100,3028106,,484,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,1
114,1920,Physics,1920-11-11,134100,3028106,,25,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,1
115,1920,Physiology or Medicine,1920-10-28,134100,3028106,,310,for his discovery of the capillary motor regulating mechanism,1
116,1921,Chemistry,1922-11-09,121573,3202773,,179,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",1
117,1921,Literature,1921-11-10,121573,3202773,,590,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",1
118,1921,Peace,1921-12-10,121573,3202773,,485,for their lifelong contributions to the cause of peace and organized internationalism,1/2
119,1921,Peace,1921-12-10,121573,3202773,,486,for their lifelong contributions to the cause of peace and organized internationalism,1/2
120,1921,Physics,1922-11-09,121573,3202773,,26,"for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect",1
121,1921,Physiology or Medicine,,121573,3202773,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
122,1922,Chemistry,1922-11-09,122483,3978181,,180,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",1
123,1922,Literature,1922-11-09,122483,3978181,,592,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,1
124,1922,Peace,1922-12-10,122483,3978181,,487,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",1
125,1922,Physics,1922-11-09,122483,3978181,,27,for his services in the investigation of the structure of atoms and of the radiation emanating from them,1
126,1922,Physiology or Medicine,1922-10-25,122483,3978181,,311,for his discovery relating to the production of heat in the muscle,1/2
127,1922,Physiology or Medicine,1922-10-25,122483,3978181,,312,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,1/2
128,1923,Chemistry,1923-11-13,114935,4007513,,181,for his invention of the method of micro-analysis of organic substances,1
129,1923,Literature,1923-11-14,114935,4007513,,593,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",1
130,1923,Peace,,114935,4007513,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
131,1923,Physics,1923-11-13,114935,4007513,,28,for his work on the elementary charge of electricity and on the photoelectric effect,1
132,1923,Physiology or Medicine,1923-10-25,114935,4007513,,313,for the discovery of insulin,1/2
133,1923,Physiology or Medicine,1923-10-25,114935,4007513,,314,for the discovery of insulin,1/2
134,1924,Chemistry,,116719,4069717,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
135,1924,Literature,1924-11-13,116719,4069717,,594,"for his great national epic, <I>The Peasants</I>",1
136,1924,Peace,,116719,4069717,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
137,1924,Physics,1925-11-12,116719,4069717,,29,for his discoveries and research in the field of X-ray spectroscopy,1
138,1924,Physiology or Medicine,1924-10-23,116719,4069717,,315,for his discovery of the mechanism of the electrocardiogram,1
139,1925,Chemistry,1926-11-11,118165,4060423,,182,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",1
140,1925,Literature,1926-11-11,118165,4060423,,596,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",1
141,1925,Peace,1926-12-10,118165,4060423,,488,for his crucial role in bringing about the Locarno Treaty,1/2
142,1925,Peace,1926-12-10,118165,4060423,,489,for his crucial role in bringing about the Dawes Plan,1/2
143,1925,Physics,1926-11-11,118165,4060423,,30,for their discovery of the laws governing the impact of an electron upon an atom,1/2
144,1925,Physics,1926-11-11,118165,4060423,,31,for their discovery of the laws governing the impact of an electron upon an atom,1/2
145,1925,Physiology or Medicine,,118165,4060423,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
146,1926,Chemistry,1926-11-11,116960,4138987,,183,for his work on disperse systems,1
147,1926,Literature,1927-11-10,116960,4138987,,597,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,1
148,1926,Peace,1926-12-10,116960,4138987,,490,for their crucial role in bringing about the Locarno Treaty,1/2
149,1926,Peace,1926-12-10,116960,4138987,,491,for their crucial role in bringing about the Locarno Treaty,1/2
150,1926,Physics,1926-11-11,116960,4138987,,32,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",1
151,1926,Physiology or Medicine,1927-10-27,116960,4138987,,316,for his discovery of the Spiroptera carcinoma,1
152,1927,Chemistry,1928-11-13,126501,4544453,,184,for his investigations of the constitution of the bile acids and related substances,1
153,1927,Literature,1928-11-13,126501,4544453,,600,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,1
154,1927,Peace,1927-12-10,126501,4544453,,492,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1/2
155,1927,Peace,1927-12-10,126501,4544453,,493,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,1/2
156,1927,Physics,1927-11-10,126501,4544453,,33,for his discovery of the effect named after him,1/2
157,1927,Physics,1927-11-10,126501,4544453,,34,for his method of making the paths of electrically charged particles visible by condensation of vapour,1/2
158,1927,Physiology or Medicine,1927-10-27,126501,4544453,,317,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,1
159,1928,Chemistry,1928-11-13,156939,5637915,,185,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,1
160,1928,Literature,1928-11-13,156939,5637915,,601,principally for her powerful descriptions of Northern life during the Middle Ages,1
161,1928,Peace,,156939,5637915,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
162,1928,Physics,1929-11-12,156939,5637915,,35,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,1
163,1928,Physiology or Medicine,1928-10-25,156939,5637915,,318,for his work on typhus,1
164,1929,Chemistry,1929-11-12,172760,6206272,,186,for their investigations on the fermentation of sugar and fermentative enzymes,1/2
165,1929,Chemistry,1929-11-12,172760,6206272,,187,for their investigations on the fermentation of sugar and fermentative enzymes,1/2
166,1929,Literature,1929-11-12,172760,6206272,,602,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",1
167,1929,Peace,1930-12-10,172760,6206272,,494,for his crucial role in bringing about the Briand-Kellogg Pact,1
168,1929,Physics,1929-11-12,172760,6206272,,36,for his discovery of the wave nature of electrons,1
169,1929,Physiology or Medicine,1929-10-31,172760,6206272,,319,for his discovery of the antineuritic vitamin,1/2
170,1929,Physiology or Medicine,1929-10-31,172760,6206272,,320,for his discovery of the growth-stimulating vitamins,1/2
171,1930,Chemistry,1930-11-13,172947,6407146,,188,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,1
172,1930,Literature,1930-11-05,172947,6407146,,603,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",1
173,1930,Peace,1930-12-10,172947,6407146,,495,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',1
174,1930,Physics,1930-11-13,172947,6407146,,37,for his work on the scattering of light and for the discovery of the effect named after him,1
175,1930,Physiology or Medicine,1930-10-30,172947,6407146,,321,for his discovery of human blood groups,1
176,1931,Chemistry,1931-11-12,173206,6623733,,189,in recognition of their contributions to the invention and development of chemical high pressure methods,1/2
177,1931,Chemistry,1931-11-12,173206,6623733,,190,in recognition of their contributions to the invention and development of chemical high pressure methods,1/2
178,1931,Literature,1931-11-08,173206,6623733,,604,The poetry of Erik Axel Karlfeldt,1
179,1931,Peace,1931-12-10,173206,6623733,,496,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,1/2
180,1931,Peace,1931-12-10,173206,6623733,,497,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,1/2
181,1931,Physics,,173206,6623733,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
182,1931,Physiology or Medicine,1931-10-29,173206,6623733,,322,for his discovery of the nature and mode of action of the respiratory enzyme,1
183,1932,Chemistry,1932-11-10,171753,6675842,,191,for his discoveries and investigations in surface chemistry,1
184,1932,Literature,1932-11-10,171753,6675842,,605,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,1
185,1932,Peace,1932-10-01,171753,6675842,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
186,1932,Physics,1933-11-09,171753,6675842,,38,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",1
187,1932,Physiology or Medicine,1932-10-27,171753,6675842,,323,for their discoveries regarding the functions of neurons,1/2
188,1932,Physiology or Medicine,1932-10-27,171753,6675842,,324,for their discoveries regarding the functions of neurons,1/2
189,1933,Chemistry,,170332,6845037,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
190,1933,Literature,1933-11-09,170332,6845037,,606,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,1
191,1933,Peace,1934-12-10,170332,6845037,,498,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,1
192,1933,Physics,1933-11-09,170332,6845037,,39,for the discovery of new productive forms of atomic theory,1/2
193,1933,Physics,1933-11-09,170332,6845037,,40,for the discovery of new productive forms of atomic theory,1/2
194,1933,Physiology or Medicine,1933-10-20,170332,6845037,,325,for his discoveries concerning the role played by the chromosome in heredity,1
195,1934,Chemistry,1934-11-15,162608,6534637,,192,for his discovery of heavy hydrogen,1
196,1934,Literature,1934-11-08,162608,6534637,,607,for his bold and ingenious revival of dramatic and scenic art,1
197,1934,Peace,1934-12-10,162608,6534637,,499,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,1
198,1934,Physics,,162608,6534637,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
199,1934,Physiology or Medicine,1934-10-25,162608,6534637,,326,for their discoveries concerning liver therapy in cases of anaemia,1/3
200,1934,Physiology or Medicine,1934-10-25,162608,6534637,,327,for their discoveries concerning liver therapy in cases of anaemia,1/3
201,1934,Physiology or Medicine,1934-10-25,162608,6534637,,328,for their discoveries concerning liver therapy in cases of anaemia,1/3
202,1935,Chemistry,1935-11-14,159917,6319387,,193,in recognition of their synthesis of new radioactive elements,1/2
203,1935,Chemistry,1935-11-14,159917,6319387,,194,in recognition of their synthesis of new radioactive elements,1/2
204,1935,Literature,,159917,6319387,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
205,1935,Peace,1936-11-24,159917,6319387,,500,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,1
206,1935,Physics,1935-11-14,159917,6319387,,41,for the discovery of the neutron,1
207,1935,Physiology or Medicine,1935-10-24,159917,6319387,,329,for his discovery of the organizer effect in embryonic development,1
208,1936,Chemistry,1936-11-12,159850,6213186,,195,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,1
209,1936,Literature,1936-11-12,159850,6213186,,608,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",1
210,1936,Peace,1936-11-24,159850,6213186,,501,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935",1
211,1936,Physics,1936-11-12,159850,6213186,,42,for his discovery of cosmic radiation,1/2
212,1936,Physics,1936-11-12,159850,6213186,,43,for his discovery of the positron,1/2
213,1936,Physiology or Medicine,1936-10-29,159850,6213186,,330,for their discoveries relating to chemical transmission of nerve impulses,1/2
214,1936,Physiology or Medicine,1936-10-29,159850,6213186,,331,for their discoveries relating to chemical transmission of nerve impulses,1/2
215,1937,Chemistry,1937-11-11,158463,5963742,,196,for his investigations on carbohydrates and vitamin C,1/2
216,1937,Chemistry,1937-11-11,158463,5963742,,197,"for his investigations on carotenoids, flavins and vitamins A and B2",1/2
217,1937,Literature,1937-11-11,158463,5963742,,609,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,1
218,1937,Peace,1937-11-18,158463,5963742,,502,"for his tireless effort in support of the League of Nations, disarmament and peace",1
219,1937,Physics,1937-11-11,158463,5963742,,44,for their experimental discovery of the diffraction of electrons by crystals,1/2
220,1937,Physics,1937-11-11,158463,5963742,,45,for their experimental discovery of the diffraction of electrons by crystals,1/2
221,1937,Physiology or Medicine,1937-10-28,158463,5963742,,332,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",1
222,1938,Chemistry,1939-11-09,155077,5745118,,198,for his work on carotenoids and vitamins,1
223,1938,Literature,1938-11-10,155077,5745118,,610,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,1
224,1938,Peace,1938-11-17,155077,5745118,,503,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,1
